Sex,Length,Diameter,Height,Whole weight,Whole weight.1,Whole weight.2,Shell weight,Rings
1,0.655,0.505,0.175,1.5945,0.693,0.3365,0.385,11
1,0.65,0.5,0.17,1.1785,0.532,0.2555,0.33,10
0,0.615,0.495,0.18,1.0375,0.4715,0.2275,0.3135,11
0,0.595,0.485,0.19,1.085,0.48,0.2155,0.355,15
0,0.54,0.415,0.13,0.824,0.3465,0.1735,0.263,9
2,0.36,0.275,0.09,0.216,0.083,0.037,0.075,9
0,0.425,0.31,0.1,0.342,0.1315,0.086,0.115,8
2,0.255,0.205,0.065,0.074,0.0305,0.0165,0.019,7
2,0.535,0.4,0.14,0.5965,0.2745,0.1415,0.169,8
2,0.545,0.415,0.115,0.7485,0.3315,0.179,0.169,8
2,0.56,0.45,0.155,0.9705,0.4315,0.232,0.248,14
2,0.32,0.26,0.085,0.213,0.0735,0.045,0.07,7
0,0.345,0.27,0.095,0.197,0.078,0.058,0.059,6
0,0.53,0.42,0.145,0.6935,0.3325,0.1345,0.205,8
0,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,10
2,0.42,0.325,0.105,0.3645,0.1575,0.08,0.105,10
2,0.485,0.355,0.12,0.468,0.2015,0.112,0.1315,8
2,0.545,0.41,0.12,0.663,0.321,0.1235,0.17,8
0,0.68,0.53,0.17,1.4465,0.7665,0.2955,0.341,11
0,0.585,0.455,0.15,1.0005,0.4265,0.1955,0.315,16
1,0.595,0.47,0.165,1.079,0.412,0.2195,0.355,15
1,0.565,0.455,0.135,0.8365,0.3345,0.1685,0.29,12
2,0.41,0.315,0.1,0.347,0.1495,0.0775,0.1,7
2,0.375,0.285,0.09,0.3185,0.1235,0.0635,0.085,7
1,0.56,0.43,0.165,0.8605,0.312,0.167,0.21,15
0,0.565,0.455,0.17,0.957,0.3535,0.2175,0.295,11
2,0.435,0.33,0.11,0.4385,0.2025,0.1015,0.11,9
2,0.44,0.335,0.11,0.335,0.157,0.058,0.1135,8
2,0.575,0.445,0.135,0.873,0.4255,0.1625,0.2,9
0,0.525,0.41,0.135,0.6855,0.288,0.1415,0.216,10
0,0.605,0.475,0.15,1.0405,0.419,0.2685,0.2885,11
2,0.235,0.165,0.055,0.0725,0.0265,0.0185,0.02,5
2,0.57,0.45,0.155,0.8615,0.342,0.1545,0.275,10
2,0.255,0.205,0.07,0.104,0.0415,0.0215,0.031,6
1,0.625,0.41,0.14,1.1145,0.5595,0.241,0.22,9
1,0.65,0.515,0.18,1.4875,0.667,0.3215,0.41,10
1,0.515,0.4,0.135,0.717,0.31,0.13,0.17,12
2,0.375,0.28,0.09,0.2745,0.1185,0.0575,0.075,7
2,0.36,0.255,0.085,0.196,0.0865,0.059,0.0395,8
2,0.255,0.215,0.075,0.134,0.0445,0.0225,0.025,5
0,0.37,0.275,0.1,0.2405,0.0845,0.0545,0.085,11
2,0.405,0.31,0.1,0.306,0.1525,0.0615,0.084,8
2,0.465,0.37,0.13,0.6355,0.3165,0.098,0.184,9
0,0.685,0.535,0.19,1.5595,0.741,0.35,0.4535,12
2,0.52,0.4,0.125,0.658,0.32,0.1205,0.1745,8
2,0.62,0.46,0.13,1.081,0.48,0.2555,0.24,9
1,0.585,0.46,0.175,1.0385,0.4635,0.221,0.3055,9
1,0.49,0.4,0.12,0.5755,0.1915,0.144,0.17,12
0,0.415,0.31,0.115,0.2985,0.118,0.0625,0.1,7
1,0.535,0.405,0.15,0.8415,0.27,0.1585,0.27,12
0,0.59,0.46,0.14,0.9885,0.4245,0.1825,0.273,10
0,0.53,0.42,0.14,0.6765,0.29,0.1455,0.18,8
2,0.5,0.385,0.13,0.5815,0.2775,0.1245,0.1525,8
1,0.59,0.465,0.15,1.0425,0.465,0.2175,0.28,10
2,0.525,0.425,0.15,0.9685,0.4265,0.1805,0.2405,9
1,0.605,0.475,0.175,1.218,0.5135,0.2495,0.3545,10
1,0.535,0.42,0.13,0.6855,0.293,0.1565,0.2035,9
1,0.5,0.41,0.135,0.662,0.2815,0.137,0.22,10
2,0.465,0.36,0.11,0.4915,0.233,0.1065,0.1065,7
0,0.685,0.525,0.165,1.57,0.6425,0.3835,0.4435,11
2,0.525,0.4,0.14,0.6655,0.2805,0.145,0.19,8
1,0.46,0.355,0.105,0.4255,0.2015,0.091,0.13,9
2,0.325,0.205,0.06,0.106,0.0575,0.0215,0.025,6
2,0.425,0.33,0.095,0.3905,0.143,0.0625,0.103,7
2,0.395,0.295,0.095,0.308,0.1365,0.058,0.09,6
1,0.565,0.44,0.16,0.8805,0.3155,0.1735,0.24,16
0,0.59,0.42,0.145,0.857,0.3665,0.1505,0.269,8
2,0.42,0.325,0.12,0.3245,0.1365,0.0755,0.11,8
1,0.625,0.49,0.175,1.206,0.5115,0.259,0.285,9
0,0.505,0.4,0.135,0.6125,0.2985,0.1325,0.175,9
2,0.485,0.39,0.125,0.559,0.243,0.102,0.195,13
1,0.545,0.415,0.145,0.7745,0.298,0.148,0.25,15
2,0.475,0.35,0.12,0.4385,0.1895,0.0925,0.13,8
0,0.625,0.495,0.16,1.1045,0.5175,0.273,0.305,9
2,0.52,0.4,0.145,0.6835,0.271,0.1555,0.22,13
2,0.425,0.325,0.1,0.3595,0.15,0.0735,0.09,7
2,0.565,0.44,0.125,0.7665,0.347,0.1385,0.202,8
2,0.37,0.275,0.095,0.2295,0.0885,0.0445,0.075,7
0,0.66,0.53,0.19,1.6305,0.6645,0.314,0.4385,10
2,0.435,0.335,0.11,0.379,0.1655,0.081,0.13,9
0,0.555,0.44,0.135,0.8115,0.4025,0.1705,0.2315,9
2,0.485,0.365,0.115,0.594,0.3045,0.0945,0.13,8
1,0.625,0.515,0.185,1.352,0.488,0.2445,0.45,21
0,0.53,0.42,0.145,0.9365,0.3725,0.195,0.275,15
2,0.165,0.1,0.045,0.0385,0.01,0.005,0.0065,5
0,0.56,0.42,0.135,0.77,0.372,0.1565,0.218,9
1,0.58,0.46,0.16,1.1115,0.5235,0.2475,0.27,9
0,0.4,0.3,0.115,0.3045,0.1315,0.0735,0.095,6
1,0.665,0.53,0.17,1.5985,0.7285,0.3735,0.4115,8
1,0.645,0.485,0.19,1.3,0.4335,0.262,0.51,18
2,0.425,0.31,0.095,0.317,0.153,0.048,0.0935,8
2,0.465,0.35,0.105,0.458,0.229,0.0945,0.11,8
2,0.38,0.275,0.115,0.2225,0.096,0.0475,0.0765,9
0,0.575,0.43,0.14,0.844,0.4015,0.2155,0.213,10
0,0.58,0.455,0.165,1.142,0.483,0.225,0.3815,10
1,0.61,0.475,0.17,1.2415,0.6195,0.2635,0.3185,10
0,0.54,0.42,0.165,0.8345,0.3885,0.174,0.235,9
2,0.46,0.36,0.125,0.4645,0.1955,0.1035,0.115,9
2,0.535,0.435,0.145,0.6765,0.2845,0.1535,0.2185,10
2,0.36,0.265,0.095,0.219,0.096,0.0485,0.07,8
0,0.67,0.535,0.2,1.7395,0.5985,0.398,0.42,10
0,0.62,0.48,0.125,1.0375,0.3885,0.2105,0.325,14
0,0.485,0.39,0.13,0.5705,0.2025,0.1635,0.18,12
2,0.465,0.36,0.135,0.5185,0.2025,0.1265,0.165,12
1,0.655,0.52,0.165,1.3445,0.539,0.2325,0.38,10
0,0.535,0.435,0.145,0.732,0.2695,0.131,0.26,10
0,0.575,0.45,0.145,1.0035,0.4575,0.2485,0.265,10
0,0.6,0.48,0.15,1.122,0.4935,0.2195,0.32,10
2,0.52,0.395,0.125,0.5585,0.26,0.1065,0.162,8
0,0.535,0.415,0.145,0.8605,0.3155,0.2155,0.28,13
2,0.545,0.405,0.15,0.7455,0.3135,0.1735,0.22,12
1,0.55,0.435,0.13,0.8395,0.3155,0.2225,0.2405,11
0,0.475,0.375,0.105,0.547,0.2165,0.1385,0.165,10
0,0.735,0.565,0.23,2.033,0.751,0.4255,0.6585,12
0,0.64,0.5,0.155,1.229,0.5985,0.2225,0.32,11
1,0.565,0.43,0.165,0.8465,0.302,0.1715,0.275,14
2,0.46,0.34,0.12,0.4965,0.1885,0.1125,0.135,10
2,0.555,0.43,0.15,0.9085,0.4275,0.1315,0.2165,8
1,0.49,0.38,0.13,0.6075,0.2955,0.1405,0.1595,7
1,0.585,0.455,0.175,1.09,0.425,0.227,0.305,14
1,0.56,0.445,0.125,0.8265,0.321,0.166,0.275,15
1,0.67,0.525,0.175,1.489,0.711,0.3045,0.4115,11
2,0.51,0.4,0.135,0.6595,0.2895,0.142,0.169,7
0,0.57,0.45,0.18,1.1,0.434,0.2475,0.4,19
0,0.505,0.39,0.135,0.5965,0.3105,0.13,0.1525,8
2,0.515,0.425,0.125,0.6115,0.245,0.1355,0.19,9
2,0.35,0.265,0.09,0.1775,0.074,0.0345,0.065,6
0,0.58,0.465,0.155,0.9895,0.4235,0.2,0.28,8
1,0.57,0.445,0.155,0.977,0.4345,0.1965,0.285,9
0,0.58,0.445,0.135,0.98,0.4495,0.2165,0.28,11
0,0.595,0.455,0.16,0.9175,0.3615,0.2105,0.275,10
0,0.575,0.445,0.15,0.983,0.4985,0.23,0.2465,8
1,0.485,0.365,0.115,0.5885,0.2385,0.121,0.1535,9
0,0.5,0.385,0.145,0.741,0.2405,0.146,0.22,17
1,0.595,0.49,0.165,1.0835,0.416,0.2625,0.375,12
2,0.575,0.455,0.125,0.8605,0.4035,0.1725,0.223,8
0,0.635,0.48,0.17,1.13,0.5775,0.2385,0.305,10
2,0.52,0.41,0.14,0.7365,0.325,0.16,0.1965,8
0,0.615,0.475,0.175,1.0485,0.4545,0.2455,0.27,9
1,0.585,0.465,0.15,0.906,0.4095,0.207,0.259,9
1,0.52,0.425,0.17,0.836,0.2855,0.2145,0.285,13
2,0.385,0.28,0.08,0.271,0.098,0.0595,0.0805,6
1,0.585,0.455,0.155,1.099,0.4695,0.2285,0.305,12
0,0.575,0.45,0.145,1.0135,0.419,0.2355,0.33,10
0,0.705,0.57,0.225,2.555,0.8155,0.3115,0.56,13
1,0.51,0.41,0.15,0.6835,0.262,0.1365,0.2155,10
2,0.435,0.325,0.09,0.3245,0.109,0.0345,0.06,5
2,0.53,0.4,0.13,0.651,0.3235,0.1325,0.18,8
0,0.715,0.555,0.185,1.787,0.8605,0.3615,0.405,13
1,0.72,0.575,0.21,1.9335,0.926,0.4575,0.4525,11
1,0.595,0.47,0.165,1.0385,0.414,0.231,0.34,10
2,0.37,0.275,0.1,0.2775,0.1155,0.0565,0.09,7
1,0.51,0.385,0.135,0.632,0.282,0.1315,0.17,9
1,0.58,0.455,0.135,0.9175,0.3965,0.182,0.26,9
1,0.545,0.42,0.155,0.857,0.38,0.1825,0.22,11
1,0.545,0.43,0.155,0.7355,0.3125,0.1535,0.24,12
2,0.41,0.325,0.1,0.3745,0.173,0.0855,0.105,7
0,0.445,0.335,0.14,0.4425,0.1905,0.083,0.119,7
1,0.59,0.455,0.15,1.034,0.4335,0.2445,0.292,10
2,0.44,0.335,0.12,0.4155,0.198,0.0835,0.107,6
1,0.585,0.45,0.145,0.997,0.4035,0.205,0.305,13
0,0.6,0.47,0.155,0.9355,0.4355,0.2105,0.265,10
2,0.52,0.38,0.14,0.547,0.246,0.128,0.169,8
0,0.615,0.475,0.175,1.0805,0.5175,0.2395,0.275,9
1,0.72,0.55,0.21,2.069,0.9205,0.385,0.601,12
1,0.58,0.44,0.125,0.72,0.3265,0.1715,0.22,11
1,0.45,0.36,0.115,0.479,0.2105,0.1045,0.1345,6
1,0.655,0.53,0.19,1.33,0.4715,0.258,0.405,15
2,0.52,0.395,0.11,0.5555,0.2375,0.074,0.1765,9
2,0.415,0.3,0.09,0.3325,0.1555,0.0755,0.095,9
2,0.565,0.45,0.13,1.1345,0.3595,0.2495,0.37,16
0,0.625,0.475,0.155,1.1575,0.575,0.207,0.274,12
1,0.675,0.5,0.17,1.4095,0.6145,0.3195,0.345,12
0,0.575,0.45,0.165,1.098,0.4765,0.207,0.274,10
1,0.475,0.36,0.1,0.4775,0.2345,0.1145,0.12,8
1,0.585,0.455,0.18,1.1155,0.5565,0.2225,0.3085,9
2,0.44,0.34,0.125,0.494,0.1725,0.096,0.1395,8
2,0.435,0.325,0.125,0.4155,0.1575,0.0935,0.1245,9
1,0.63,0.485,0.2,1.3765,0.44,0.3095,0.49,17
2,0.465,0.36,0.105,0.498,0.2385,0.099,0.1185,8
0,0.565,0.44,0.16,0.938,0.3685,0.1645,0.3,12
2,0.48,0.37,0.125,0.474,0.1785,0.1065,0.16,9
0,0.645,0.525,0.225,1.3685,0.5455,0.3065,0.39,15
0,0.64,0.51,0.17,1.5255,0.675,0.3595,0.3645,11
2,0.465,0.355,0.115,0.4055,0.1665,0.063,0.1325,9
1,0.525,0.405,0.12,0.6355,0.3,0.133,0.1845,9
2,0.55,0.435,0.14,0.6385,0.2945,0.1405,0.171,8
2,0.27,0.205,0.07,0.1105,0.036,0.0265,0.035,6
0,0.645,0.53,0.175,1.4545,0.732,0.3095,0.386,10
2,0.32,0.24,0.085,0.1785,0.078,0.0345,0.05,6
0,0.515,0.4,0.13,0.6275,0.245,0.1255,0.17,9
2,0.475,0.375,0.13,0.547,0.2175,0.1075,0.1325,8
1,0.525,0.41,0.13,0.7485,0.3345,0.1455,0.212,12
1,0.67,0.525,0.185,1.6395,0.5985,0.3585,0.455,17
0,0.565,0.44,0.155,0.8395,0.3155,0.1965,0.2405,13
2,0.3,0.22,0.085,0.1285,0.05,0.037,0.035,5
1,0.745,0.57,0.205,1.913,0.913,0.4075,0.515,10
0,0.56,0.46,0.16,0.922,0.432,0.178,0.26,8
2,0.555,0.435,0.14,0.7495,0.3085,0.1345,0.2215,10
0,0.6,0.46,0.165,1.073,0.4768,0.2275,0.275,10
2,0.46,0.375,0.13,0.474,0.191,0.1095,0.155,7
1,0.575,0.465,0.15,1.0405,0.556,0.2225,0.25,9
1,0.665,0.5,0.175,1.3875,0.702,0.3035,0.332,9
1,0.5,0.395,0.14,0.6895,0.3245,0.1415,0.2185,9
0,0.58,0.455,0.14,0.927,0.3925,0.1775,0.275,8
0,0.72,0.565,0.18,1.626,0.5935,0.318,0.4395,11
0,0.585,0.445,0.155,0.8625,0.362,0.1565,0.253,10
2,0.375,0.28,0.1,0.279,0.1185,0.059,0.0825,7
1,0.68,0.525,0.185,1.8795,0.931,0.3935,0.4265,11
1,0.61,0.48,0.145,1.0315,0.4825,0.24,0.276,9
1,0.53,0.4,0.12,0.651,0.269,0.131,0.21,9
1,0.535,0.42,0.165,0.8165,0.3125,0.1905,0.25,13
0,0.51,0.39,0.135,0.7155,0.3165,0.1435,0.2075,9
2,0.33,0.245,0.08,0.1585,0.0575,0.037,0.055,7
1,0.505,0.4,0.15,0.646,0.285,0.142,0.19,8
2,0.37,0.275,0.09,0.2295,0.097,0.0495,0.0745,7
0,0.615,0.475,0.16,1.1075,0.519,0.25,0.31,10
1,0.645,0.5,0.175,1.496,0.5715,0.337,0.475,19
1,0.61,0.495,0.15,1.0915,0.4865,0.2165,0.2965,9
0,0.54,0.42,0.14,0.8295,0.3365,0.156,0.245,13
1,0.555,0.445,0.14,0.945,0.407,0.1765,0.275,10
2,0.345,0.255,0.1,0.197,0.0665,0.057,0.065,7
0,0.585,0.45,0.16,0.886,0.3315,0.232,0.265,10
2,0.41,0.315,0.105,0.365,0.1645,0.0705,0.104,6
2,0.57,0.44,0.14,0.7665,0.3245,0.1705,0.221,8
0,0.585,0.465,0.16,0.9945,0.3165,0.2245,0.33,23
2,0.435,0.335,0.11,0.3685,0.1645,0.0825,0.12,8
1,0.46,0.35,0.12,0.49,0.19,0.1155,0.135,9
0,0.42,0.325,0.11,0.4195,0.1925,0.0865,0.1185,7
1,0.535,0.4,0.13,0.8045,0.3325,0.1735,0.285,13
2,0.27,0.19,0.06,0.1125,0.0285,0.0155,0.03,5
2,0.535,0.4,0.125,0.7365,0.3275,0.18,0.172,9
2,0.575,0.45,0.15,0.812,0.3715,0.2105,0.23,8
0,0.62,0.505,0.165,1.307,0.4335,0.262,0.52,13
2,0.55,0.415,0.135,0.636,0.2635,0.1415,0.1765,9
1,0.605,0.475,0.16,1.1005,0.5195,0.2635,0.295,15
1,0.44,0.345,0.105,0.495,0.206,0.1325,0.135,8
0,0.575,0.46,0.145,0.99,0.4755,0.2095,0.265,8
2,0.295,0.23,0.09,0.2075,0.089,0.0425,0.053,6
1,0.58,0.45,0.135,0.7855,0.3595,0.1725,0.2025,9
0,0.605,0.475,0.145,1.0615,0.4895,0.2155,0.29,11
0,0.535,0.415,0.17,1.044,0.4325,0.2155,0.2,13
0,0.59,0.46,0.145,0.927,0.2985,0.1985,0.315,15
1,0.515,0.4,0.135,0.8015,0.3475,0.1815,0.21,13
0,0.415,0.325,0.1,0.3295,0.129,0.07,0.1085,8
2,0.59,0.435,0.16,0.958,0.4365,0.197,0.275,11
1,0.575,0.47,0.145,0.8375,0.2745,0.1735,0.33,16
1,0.58,0.46,0.19,1.3905,0.6925,0.291,0.4,12
0,0.545,0.42,0.145,1.0115,0.4775,0.2275,0.265,12
2,0.42,0.325,0.1,0.358,0.1675,0.065,0.105,8
0,0.58,0.475,0.15,1.1115,0.385,0.2455,0.3445,10
1,0.575,0.45,0.145,0.844,0.3325,0.1815,0.24,10
0,0.57,0.44,0.145,1.017,0.4435,0.2225,0.2365,9
0,0.45,0.34,0.1,0.435,0.1895,0.089,0.1195,8
2,0.57,0.45,0.15,0.838,0.3685,0.196,0.2485,11
2,0.41,0.315,0.09,0.279,0.126,0.0575,0.08,8
0,0.49,0.375,0.13,0.5105,0.192,0.1045,0.205,9
0,0.57,0.45,0.135,0.827,0.3395,0.1765,0.24,10
2,0.28,0.205,0.07,0.1045,0.0415,0.022,0.035,7
2,0.315,0.23,0.075,0.1735,0.0775,0.0335,0.04,5
1,0.58,0.46,0.16,0.9975,0.5735,0.191,0.218,10
2,0.495,0.38,0.115,0.5805,0.2455,0.096,0.15,8
1,0.615,0.475,0.15,1.0605,0.5065,0.2425,0.26,9
2,0.475,0.35,0.135,0.521,0.25,0.096,0.1405,7
0,0.445,0.33,0.105,0.447,0.1715,0.0955,0.09,7
1,0.58,0.44,0.145,0.837,0.4075,0.179,0.2235,9
2,0.525,0.4,0.14,0.7665,0.3485,0.1635,0.196,8
2,0.305,0.225,0.075,0.1485,0.0585,0.0335,0.0425,7
0,0.555,0.435,0.17,0.906,0.3445,0.152,0.35,11
2,0.37,0.275,0.085,0.258,0.1185,0.042,0.061,5
0,0.58,0.465,0.15,1.0465,0.5205,0.236,0.285,9
2,0.55,0.44,0.145,0.7715,0.2815,0.1225,0.25,13
2,0.47,0.36,0.12,0.494,0.215,0.1075,0.15,9
2,0.185,0.125,0.025,0.028,0.0095,0.0065,0.009,4
1,0.655,0.465,0.15,1.2525,0.5695,0.2655,0.358,10
0,0.515,0.4,0.125,0.6325,0.336,0.1495,0.135,8
2,0.375,0.28,0.08,0.2165,0.0925,0.038,0.07,7
2,0.55,0.405,0.13,0.6275,0.3015,0.126,0.19,8
2,0.335,0.23,0.075,0.196,0.075,0.0355,0.036,6
2,0.31,0.23,0.065,0.1195,0.0585,0.0185,0.039,6
2,0.435,0.33,0.1,0.4035,0.164,0.0825,0.105,6
2,0.585,0.46,0.155,0.9885,0.4145,0.176,0.345,10
2,0.47,0.35,0.12,0.494,0.1945,0.086,0.1325,8
0,0.5,0.425,0.15,0.592,0.2425,0.1215,0.195,9
1,0.66,0.53,0.195,1.4415,0.6675,0.3315,0.3725,11
1,0.595,0.475,0.145,0.9815,0.4315,0.2195,0.28,10
2,0.62,0.48,0.16,1.0915,0.4935,0.1815,0.3045,10
0,0.59,0.5,0.175,1.187,0.4845,0.2705,0.3465,10
1,0.575,0.48,0.16,0.985,0.3695,0.2185,0.29,13
1,0.58,0.46,0.155,1.081,0.4,0.221,0.355,17
2,0.5,0.375,0.125,0.6395,0.259,0.134,0.173,8
2,0.41,0.325,0.095,0.3685,0.1695,0.0785,0.115,9
1,0.44,0.35,0.11,0.4555,0.1945,0.092,0.13,12
2,0.39,0.3,0.11,0.3055,0.13,0.0635,0.095,7
0,0.595,0.5,0.195,1.2135,0.4205,0.271,0.36,13
1,0.655,0.515,0.165,1.4455,0.6345,0.3315,0.3595,10
2,0.315,0.23,0.075,0.1295,0.0545,0.0265,0.04,5
0,0.575,0.45,0.15,0.857,0.3795,0.1755,0.23,9
0,0.525,0.4,0.14,0.7365,0.3045,0.159,0.195,9
2,0.275,0.19,0.085,0.097,0.025,0.015,0.032,5
2,0.315,0.235,0.075,0.1295,0.0445,0.0115,0.05,7
2,0.52,0.4,0.135,0.6765,0.2945,0.1225,0.18,8
2,0.545,0.41,0.125,0.7165,0.3495,0.1725,0.1825,8
1,0.495,0.38,0.15,0.8085,0.1525,0.1755,0.25,11
1,0.575,0.45,0.14,0.872,0.3475,0.1765,0.295,20
0,0.595,0.47,0.155,1.3305,0.783,0.2255,0.2865,11
0,0.34,0.25,0.095,0.1605,0.0715,0.0335,0.055,7
2,0.415,0.32,0.13,0.3645,0.175,0.0705,0.105,8
0,0.625,0.485,0.165,1.1875,0.5375,0.3195,0.33,11
1,0.62,0.48,0.15,1.2255,0.594,0.256,0.27,9
2,0.595,0.48,0.185,1.217,0.532,0.2725,0.34,15
2,0.515,0.4,0.14,0.6355,0.2895,0.1395,0.18,8
2,0.33,0.23,0.09,0.156,0.063,0.0265,0.04,5
2,0.475,0.355,0.105,0.5885,0.2505,0.1405,0.165,8
1,0.52,0.4,0.135,0.6765,0.256,0.126,0.21,10
1,0.54,0.425,0.12,0.8825,0.419,0.1645,0.245,11
0,0.605,0.455,0.145,0.906,0.3875,0.16,0.315,13
0,0.6,0.47,0.145,1.107,0.4955,0.2315,0.29,10
0,0.61,0.465,0.165,1.3435,0.5795,0.3195,0.355,11
2,0.45,0.33,0.11,0.4405,0.1525,0.0935,0.1215,7
0,0.595,0.465,0.155,1.053,0.4335,0.27,0.277,10
2,0.5,0.4,0.135,0.5795,0.2665,0.1165,0.1715,9
0,0.63,0.49,0.15,1.1665,0.5605,0.281,0.289,9
2,0.275,0.2,0.075,0.1185,0.0595,0.0205,0.03,6
1,0.655,0.485,0.175,1.463,0.6895,0.35,0.405,11
0,0.695,0.525,0.185,1.8275,0.885,0.4095,0.499,11
0,0.58,0.45,0.15,0.927,0.276,0.1815,0.265,11
0,0.64,0.5,0.185,1.33,0.657,0.288,0.33,9
1,0.565,0.445,0.135,0.7435,0.275,0.1805,0.205,11
2,0.425,0.34,0.1,0.3245,0.1405,0.0735,0.1025,7
2,0.46,0.36,0.11,0.4965,0.2205,0.0745,0.1325,8
2,0.515,0.395,0.13,0.7305,0.341,0.1495,0.1695,6
2,0.34,0.25,0.08,0.1735,0.076,0.034,0.055,6
0,0.55,0.43,0.135,0.8395,0.3675,0.1775,0.24,9
1,0.705,0.535,0.205,1.886,0.909,0.447,0.456,10
1,0.64,0.505,0.18,1.3445,0.605,0.3065,0.335,9
2,0.43,0.34,0.1,0.366,0.1705,0.0865,0.105,7
2,0.375,0.295,0.08,0.2535,0.103,0.0575,0.042,6
1,0.665,0.51,0.185,1.587,0.7075,0.2825,0.4535,11
1,0.575,0.46,0.15,1.05,0.4535,0.247,0.335,15
0,0.52,0.4,0.135,0.6725,0.2795,0.179,0.192,8
1,0.515,0.4,0.145,0.6355,0.2405,0.1335,0.18,13
2,0.5,0.355,0.12,0.4655,0.2105,0.1075,0.143,7
2,0.405,0.305,0.09,0.252,0.0945,0.0415,0.074,7
0,0.515,0.405,0.135,0.7865,0.313,0.1815,0.2185,11
2,0.555,0.435,0.125,0.794,0.3665,0.1915,0.22,8
2,0.215,0.15,0.05,0.048,0.0125,0.005,0.01,4
2,0.385,0.315,0.1,0.3515,0.1485,0.047,0.096,7
2,0.525,0.41,0.11,0.6995,0.28,0.1345,0.169,8
2,0.435,0.335,0.115,0.417,0.167,0.0925,0.1165,8
0,0.58,0.46,0.165,0.929,0.3835,0.184,0.27,11
1,0.58,0.46,0.15,0.927,0.3215,0.1985,0.315,11
0,0.315,0.235,0.07,0.1765,0.0795,0.027,0.05,7
1,0.58,0.435,0.145,0.8465,0.339,0.2145,0.24,13
2,0.42,0.315,0.11,0.3335,0.143,0.0795,0.1045,9
1,0.465,0.35,0.105,0.3675,0.1525,0.074,0.13,10
2,0.425,0.345,0.17,0.4385,0.165,0.0825,0.12,5
2,0.485,0.37,0.12,0.528,0.2635,0.1075,0.144,8
1,0.54,0.43,0.14,0.813,0.37,0.166,0.22,9
2,0.49,0.37,0.125,0.4965,0.215,0.1095,0.135,8
0,0.69,0.55,0.175,1.8795,0.931,0.4095,0.42,14
2,0.48,0.38,0.135,0.594,0.2945,0.104,0.1565,8
2,0.175,0.135,0.04,0.029,0.011,0.0075,0.0095,4
0,0.585,0.475,0.15,0.945,0.4135,0.189,0.295,10
1,0.585,0.45,0.145,0.9055,0.3925,0.1845,0.24,15
1,0.605,0.475,0.15,1.1155,0.5455,0.2475,0.3135,10
0,0.685,0.555,0.17,1.566,0.741,0.3365,0.45,13
2,0.51,0.42,0.145,0.6535,0.215,0.151,0.195,15
2,0.385,0.3,0.09,0.2775,0.1115,0.0625,0.08,7
1,0.665,0.525,0.18,1.3485,0.5305,0.3305,0.425,10
2,0.52,0.395,0.145,0.6515,0.2985,0.1045,0.22,9
1,0.635,0.495,0.14,1.129,0.5195,0.223,0.33,8
0,0.585,0.46,0.155,1.0455,0.4125,0.2075,0.41,12
1,0.575,0.45,0.15,0.8665,0.3695,0.1905,0.24,9
2,0.43,0.31,0.115,0.4025,0.1895,0.081,0.08,6
2,0.46,0.35,0.115,0.4995,0.2075,0.096,0.1395,10
1,0.45,0.35,0.125,0.5425,0.1765,0.123,0.175,13
2,0.375,0.245,0.08,0.1455,0.0695,0.032,0.04,6
1,0.595,0.475,0.155,1.116,0.542,0.2525,0.31,9
1,0.57,0.445,0.18,0.903,0.3575,0.1815,0.295,9
1,0.565,0.455,0.18,0.895,0.375,0.1685,0.264,10
0,0.47,0.375,0.12,0.5895,0.2465,0.1315,0.167,8
0,0.54,0.425,0.15,0.7635,0.312,0.1445,0.215,10
2,0.48,0.355,0.1,0.5395,0.2505,0.11,0.1215,7
1,0.545,0.43,0.185,0.9535,0.346,0.2,0.28,15
2,0.46,0.335,0.1,0.4385,0.18,0.068,0.125,9
0,0.58,0.435,0.155,1.012,0.477,0.2575,0.265,9
0,0.58,0.45,0.165,1.081,0.4515,0.2045,0.335,10
1,0.66,0.515,0.175,1.4935,0.5265,0.326,0.405,11
0,0.65,0.51,0.17,1.527,0.7735,0.318,0.341,9
1,0.505,0.385,0.125,0.498,0.2175,0.092,0.1535,10
1,0.565,0.44,0.15,0.8575,0.3485,0.1765,0.27,12
0,0.565,0.435,0.15,0.834,0.3525,0.1855,0.23,9
0,0.63,0.46,0.155,1.0605,0.4605,0.239,0.3,11
1,0.765,0.585,0.215,2.173,0.801,0.4985,0.605,11
2,0.39,0.325,0.11,0.3105,0.12,0.074,0.105,7
0,0.62,0.485,0.17,1.274,0.6185,0.2695,0.379,10
0,0.605,0.495,0.175,1.2785,0.414,0.2635,0.405,13
1,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,11
1,0.615,0.47,0.165,0.9535,0.4065,0.175,0.247,10
1,0.61,0.475,0.17,1.139,0.5265,0.2355,0.271,9
2,0.445,0.34,0.11,0.4415,0.1755,0.061,0.1305,8
2,0.455,0.35,0.11,0.4355,0.192,0.083,0.12,7
0,0.495,0.375,0.11,0.495,0.2175,0.1095,0.155,8
2,0.345,0.255,0.095,0.1985,0.0725,0.0515,0.055,7
1,0.5,0.385,0.135,0.717,0.28,0.1575,0.195,13
2,0.425,0.315,0.1,0.3675,0.1565,0.0855,0.095,7
0,0.72,0.555,0.195,2.381,0.931,0.4915,0.503,12
